總機構代號,機構代號,機構名稱,地址,電話,負責人,異動日期,金融機構網址,lat,lng,市鎮鄉村里,area1,area2,area3
009,0094108,彰化商業銀行基隆分行,基隆市仁愛區愛四路60號,02-24233933-,陳德和,2013-02-17,,25.1291952,121.7443724,台灣基隆市仁愛區玉田里,基隆市,仁愛區,玉田里
009,0094115,彰化商業銀行仁愛分行,基隆市仁愛區孝二路100號,02-24233941-,陳蓉,2013-02-17,,25.1304131,121.7408125,台灣基隆市仁愛區新店里,基隆市,仁愛區,新店里
009,0094122,彰化商業銀行東基隆分行,基隆市信義區信一路57號,02-24233861,杜信光,2013-02-17,,25.1284585,121.7533454,台灣基隆市信義區義幸里,基隆市,信義區,義幸里
009,0094202,彰化商業銀行宜蘭分行,宜蘭縣宜蘭市光復路16號,03-9352510-,吳錫龍,2017-09-01,,24.7551981,121.753712,台灣宜蘭縣宜蘭市昇平里,宜蘭縣,宜蘭市,昇平里
009,0094219,彰化商業銀行羅東分行,宜蘭縣羅東鎮中正路194號,03-9551171,許高榮,2017-09-01,,24.6773938,121.7719343,台灣宜蘭縣羅東鎮大新里,宜蘭縣,羅東鎮,大新里
009,0095005,彰化商業銀行北門分行,臺北市大同區延平北路一段19號,02-25586271,沈麗鳳,2013-02-17,,25.0502479,121.5121018,台灣台北市大同區建功里,台北市,大同區,建功里
009,0095012,彰化商業銀行台北分行,台北市中正區重慶南路一段27號,02-23617211-,陳毓珊,2013-02-17,,25.0456024,121.5133705,台灣台北市中正區黎明里,台北市,中正區,黎明里
009,0095029,彰化商業銀行萬華分行,台北市萬華區康定路304號,02-23060201-,黃正一,2013-02-17,,25.0362551,121.5013061,台灣台北市萬華區富民里,台北市,萬華區,富民里
009,0095036,彰化商業銀行西門分行,台北市萬華區西寧南路169-2號,02-23719271-,張峯宗,2013-02-17,,25.042993,121.506147,台灣台北市萬華區西門里,台北市,萬華區,西門里
009,0095043,彰化商業銀行永樂分行,台北市大同區迪化街一段120號,02-25585151,簡振東,2013-02-07,,25.0567672,121.5097602,台灣台北市大同區永樂里,台北市,大同區,永樂里
009,0095050,彰化商業銀行建成分行,台北市大同區南京西路123號,02-25555121,張雪玲,2016-05-20,,25.054329,121.5154552,台灣台北市大同區星明里,台北市,大同區,星明里
009,0095067,彰化商業銀行大同分行,臺北市大同區重慶北路三段199號,02-25919113-,王長和,2013-02-17,,25.0697731,121.5140124,台灣台北市大同區至聖里,台北市,大同區,至聖里
009,0095074,彰化商業銀行承德分行,承德路四段81號,02-28868989,張芷寧,2013-02-17,,25.0825114,121.5235328,台灣台北市士林區承德里,台北市,士林區,承德里
009,0095081,彰化商業銀行中山北路分行,臺北市中山區中山北路二段111號,02-25711241-,諸長城,2013-07-19,,25.060177,121.523203,台灣台北市中山區聚盛里,台北市,中山區,聚盛里
009,0095109,彰化商業銀行東門分行,臺北市中正區信義路二段139號,02-29321241-,陳秋玲,2013-02-17,,25.0342017,121.5281296,台灣台北市中正區三愛里,台北市,中正區,三愛里
009,0095116,彰化商業銀行古亭分行,臺北市大安區羅斯福路二段25號,02-23517211-,沈家珍,2013-02-17,,25.0279499,121.522051,台灣台北市大安區錦華里,台北市,大安區,錦華里
009,0095123,彰化商業銀行五分埔分行,中坡北路92號,02-27852787,蔡竣仁,2013-02-17,,25.047936,121.580479,台灣台北市南港區合成里,台北市,南港區,合成里
009,0095130,彰化商業銀行大安分行,臺北市大安區和平東路一段177號,02-23213214-,湯玉伶,2013-02-17,,25.026593,121.532471,台灣台北市大安區龍安里,台北市,大安區,龍安里
009,0095147,彰化商業銀行城東分行,臺北市中山區南京東路三段225號,02-27153535-,許桂梅,2015-03-12,,25.0523017,121.5437889,台灣台北市中山區復華里,台北市,中山區,復華里
009,0095154,彰化商業銀行中崙分行,台北市中山區八德路2段201號,02-27312211-,趙奇欣,2013-02-17,,25.0467317,121.5393168,台灣台北市中山區朱崙里,台北市,中山區,朱崙里
009,0095161,彰化商業銀行雙園分行,臺北市萬華區莒光路312號,02-23042141-9,郭建隆,2017-09-01,,25.0313087,121.4978328,台灣台北市萬華區雙園里,台北市,萬華區,雙園里
009,0095178,彰化商業銀行士林分行,臺北市士林區福德路21號,02-28822354-,林似燕,2013-02-17,,25.0921209,121.525279,台灣台北市士林區仁勇里,台北市,士林區,仁勇里
009,0095185,彰化商業銀行總部分行,臺北市中山區中山北路二段57號,02-25514256-,吳芳媛,2013-02-17,,25.0557045,121.5230059,台灣台北市中山區,台北市,,中山區
009,0095192,彰化商業銀行松山分行,臺北市信義區永吉路165號,02-27625242-,李春鳳,2013-02-17,,25.0458093,121.5710853,台灣台北市信義區五常里,台北市,信義區,五常里
009,0095203,彰化商業銀行忠孝東路分行,臺北市大安區忠孝東路四段164號,02-27713151,邱福進,2013-02-17,,25.041296,121.5504708,台灣台北市大安區建倫里,台北市,大安區,建倫里
009,0095210,彰化商業銀行信義分行,臺北市大安區信義路四段155號,02-27039081-,林叔玄,2013-02-17,,25.0336719,121.550092,台灣台北市大安區敦安里,台北市,大安區,敦安里
009,0095227,彰化商業銀行東台北分行,臺北市松山區南京東路四段126號,02-25704567-,林惠琴,2013-02-17,,25.0514056,121.5553512,台灣台北市松山區復勢里,台北市,松山區,復勢里
009,0095234,彰化商業銀行民生分行,臺北市松山區民生東路四段54-1號,02-27121311-,翁一新,2016-08-01,,25.0577325,121.5510976,台灣台北市松山區精忠里,台北市,松山區,精忠里
009,0095241,彰化商業銀行西松分行,臺北市松山區南京東路五段213號,02-27639611-,蔡桂芳,2013-02-17,,25.0516728,121.5639647,台灣台北市松山區安平里,台北市,松山區,安平里
009,0095258,彰化商業銀行復興分行,臺北市松山區復興北路367號,02-27173222-,施及眾,2013-02-17,,25.0617472,121.5444987,台灣台北市松山區民有里,台北市,松山區,民有里
009,0095265,彰化商業銀行台北世貿中心分行,臺北市信義區基隆路一段333號,02-27203101-,蔡淑華,2013-02-17,,25.0344396,121.5612058,台灣台北市信義區西村里,台北市,信義區,西村里
009,0095272,彰化商業銀行敦化分行,臺北市大安區敦化南路二段71號,02-27849821-,蔡淑如,2013-02-17,,25.030589,121.549228,台灣台北市大安區義安里,台北市,大安區,義安里
009,0095289,彰化商業銀行建國分行,臺北市大安區仁愛路三段136號,02-27033737-,王學文,2013-02-17,,25.0374091,121.5414025,台灣台北市大安區和安里,台北市,大安區,和安里
009,0095296,彰化商業銀行內湖分行,臺北市內湖區瑞湖街19號,02-26590766-,劉淑芬,2016-11-09,,25.074721,121.5763301,台灣台北市內湖區港墘里,台北市,內湖區,港墘里
009,0095307,彰化商業銀行天母分行,臺北市士林區德行西路33號,02-28333232-,林素真,2013-02-17,,25.1061002,121.5238654,台灣台北市士林區蘭興里,台北市,士林區,蘭興里
009,0095314,彰化商業銀行中正分行,臺北市中正區金山南路一段47號,02-23560000,蕭桂敏,2013-02-17,,25.0392711,121.5289144,台灣台北市中正區文北里,台北市,中正區,文北里
009,0095321,彰化商業銀行仁和分行,臺北市大安區仁愛路四段31號,02-27514066-,胡愛芬,2013-02-17,,25.0382523,121.54576,台灣台北市大安區仁愛里,台北市,大安區,仁愛里
009,0095338,彰化商業銀行永春分行,臺北市信義區忠孝東路五段1-2號,02-27682322-,林芸平,2013-02-17,,25.0414332,121.5649365,台灣台北市信義區興雅里,台北市,信義區,興雅里
009,0095345,彰化商業銀行光隆分行,臺北市信義區光復南路577號,02-27207678,曾秀珠,2013-02-17,,25.0306671,121.5575816,台灣台北市信義區中興里,台北市,信義區,中興里
009,0095352,彰化商業銀行木柵分行,臺北市文山區木新路三段46號,02-86617377,林蘭如,2016-05-20,,24.9828339,121.564446,台灣台北市文山區順興里,台北市,文山區,順興里
009,0095369,彰化商業銀行新湖分行,新湖二路180號,02-27931616,吳晉昇,2013-02-17,,25.0634133,121.5802234,台灣台北市內湖區湖元里,台北市,內湖區,湖元里
009,0095376,彰化商業銀行東湖分行,臺北市內湖區民權東路六段109號,02-27904567,秦本德,2013-02-17,,25.0692273,121.5916951,台灣台北市內湖區寶湖里,台北市,內湖區,寶湖里
009,0095383,彰化商業銀行南港科學園區分行,臺北市南港區園區街3號,02-26558169,洪穎慧,2013-02-17,,25.0584861,121.6118825,台灣台北市南港區三重里,台北市,南港區,三重里
009,0095390,彰化商業銀行北投分行,臺北市北投區大業路452巷6號,02-28968585,林錦莉,2013-02-17,,25.1315995,121.4973736,台灣台北市北投區大同里,台北市,北投區,大同里
009,0095401,彰化商業銀行和平分行,和平東路三段106號,02-33169009,曾士展,2013-02-25,,25.0242511,121.5517249,台灣台北市大安區虎嘯里,台北市,大安區,虎嘯里
009,0095418,彰化商業銀行東興分行,八德路4段88號,02-21711115,戴慧貞,2014-12-18,,25.0483115,121.5604488,台灣台北市松山區復盛里,台北市,松山區,復盛里
009,0095425,彰化商業銀行龍潭分行,桃園縣龍潭鄉中正路240之3號,03-4891238,潘元光,2013-02-17,,24.863112,121.21718,台灣桃園市龍潭區龍星里,桃園市,龍潭區,龍星里
009,0095432,彰化商業銀行汐科分行,新北市汐止區大同路一段215之1號,02-21653111,謝堯聖,2013-06-17,,25.057571,121.633843,台灣新北市汐止區樟樹里,新北市,汐止區,樟樹里
009,0095456,彰化商業銀行新樹分行,新北市新莊區新樹路266-1號,02-22086767,江孟真,2016-10-07,,25.0141896,121.4325142,台灣新北市新莊區西盛里,新北市,新莊區,西盛里
009,0095463,彰化商業銀行立德分行,新北市中和區立德街140號,02-22239888-,施淑真,2013-02-17,,25.008557,121.486617,台灣新北市中和區中原里,新北市,中和區,中原里
009,0095470,彰化商業銀行泰山分行,新北市泰山區全興路111號,02-22970809,陳惠芳,2013-02-17,,25.0565322,121.4339169,台灣新北市泰山區福興里,新北市,泰山區,福興里
009,0095487,彰化商業銀行五股工業區分行,新北市新莊區五工五路3-1號,02-22993311,邱懿慧,2013-02-17,,25.0637017,121.4561026,台灣新北市新莊區福興里,新北市,新莊區,福興里
009,0095494,彰化商業銀行南新莊分行,新北市新莊區中正路657之1號,02-29066599-,林美杏,2013-02-17,,25.0300606,121.4289165,台灣新北市新莊區福營里,新北市,新莊區,福營里
009,0095505,彰化商業銀行三重埔分行,新北市三重區重新路一段89號,02-29733450-,鄭素珍,2013-02-17,,25.0635319,121.5009783,台灣新北市三重區錦通里,新北市,三重區,錦通里
009,0095512,彰化商業銀行北三重埔分行,新北市三重區正義北路68號,02-29823111-,葉春女,2013-02-17,,25.064316,121.4971153,台灣新北市三重區正德里,新北市,三重區,正德里
009,0095529,彰化商業銀行新店分行,新北市新店區北新路一段135號,02-29141650,何桂英,2013-02-17,,24.9632359,121.5395835,台灣新北市新店區新生里,新北市,新店區,新生里
009,0095536,彰化商業銀行永和分行,新北市永和區永和路二段69號,02-29243334-,鄒美純,2013-02-17,,25.0112914,121.5146778,台灣新北市永和區信義里,新北市,永和區,信義里
009,0095543,彰化商業銀行瑞芳分行,新北市瑞芳區明燈路三段38號,02-24972860-,陳俊元,2017-09-01,,25.1079678,121.8076708,台灣新北市瑞芳區龍潭里,新北市,瑞芳區,龍潭里
009,0095550,彰化商業銀行新莊分行,新北市新莊區新泰路119號,02-29937101-,邵碧琴,2013-02-17,,25.035934,121.448205,台灣新北市新莊區全泰里,新北市,新莊區,全泰里
009,0095567,彰化商業銀行樹林分行,新北市樹林區中山路一段135號,02-26813621-,徐瑞惠,2013-02-17,,24.989746,121.422566,台灣新北市樹林區樹西里,新北市,樹林區,樹西里
009,0095574,彰化商業銀行板橋分行,新北市板橋區中山路一段22號,02-29628161-,古聆利,2013-02-17,,25.008142,121.4602689,台灣新北市板橋區景星里,新北市,板橋區,景星里
009,0095581,彰化商業銀行三峽分行,新北市三峽區文化路89號,02-26711261-,賴愛秀,2013-02-17,,24.9360647,121.3713053,台灣新北市三峽區永舘里,新北市,三峽區,永舘里
009,0095598,彰化商業銀行福和分行,新北市永和區福和路139號,02-29221171-,廖胤昭,2013-02-17,,25.007697,121.5212841,台灣新北市永和區永貞里,新北市,永和區,永貞里
009,0095609,彰化商業銀行光復分行,新北市板橋區中山路二段62號,02-29619181,謝美芬,2013-02-17,,25.0157681,121.4741077,台灣新北市板橋區東丘里,新北市,板橋區,東丘里
009,0095616,彰化商業銀行東三重分行,新北市三重區正義北路303號,02-29821100,林慶福,2013-02-17,,25.0711027,121.4944915,台灣新北市三重區尚德里,新北市,三重區,尚德里
009,0095623,彰化商業銀行北新分行,新北市新店區寶強路9號,02-29131071,楊淑真,2013-02-17,,24.9791076,121.5430708,台灣新北市新店區寶興里,新北市,新店區,寶興里
009,0095630,彰化商業銀行南三重分行,新北市三重區中正南路82號,02-29771234-,黃美華,2013-02-17,,25.0589897,121.494373,台灣新北市三重區平和里,新北市,三重區,平和里
009,0095647,彰化商業銀行中和分行,新北市中和區中和路182號,02-22492711-,薛淑滿,2013-02-17,,24.9995649,121.504957,台灣新北市中和區漳和里,新北市,中和區,漳和里
009,0095654,彰化商業銀行西三重分行,新北市三重區重陽路二段22號,02-29820221-,陳茲芸,2013-02-17,,25.062539,121.486556,台灣新北市三重區三民里,新北市,三重區,三民里
009,0095661,彰化商業銀行汐止分行,新北市汐止區中興路93號,02-26947878,鄭淑芬,2013-03-06,,25.0645761,121.6324363,台灣新北市汐止區中興里,新北市,汐止區,中興里
009,0095678,彰化商業銀行雙和分行,新北市中和區中正路801號,02-22259988-,葉琪瑛,2013-02-17,,25.001023,121.484681,台灣新北市中和區平河里,新北市,中和區,平河里
009,0095685,彰化商業銀行淡水分行,新北市淡水區中山北路二段211號,02-2621-9998,李金選,2017-06-23,,25.18618,121.444046,台灣新北市淡水區崁頂里,新北市,淡水區,崁頂里
009,0095692,彰化商業銀行楊梅分行,桃園縣楊梅市大成路158號,03-4783391-,陳吉祥,2017-09-01,,24.9116953,121.1458295,台灣桃園市楊梅區楊梅里,桃園市,楊梅區,楊梅里
009,0095703,彰化商業銀行桃園分行,桃園縣桃園市中正路73號,03-3346130-,賴月秋,2013-02-17,,24.9916285,121.312434,台灣桃園市桃園區文化里,桃園市,桃園區,文化里
009,0095710,彰化商業銀行中壢分行,桃園縣中壢市中正路95號,03-4252101-,鍾季敏,2017-09-01,,24.9545683,121.2231249,台灣桃園市中壢區石頭里,桃園市,中壢區,石頭里
009,0095727,彰化商業銀行新竹分行,新竹市中正路63號,03-5253151,莊錦煌,2017-09-01,,24.8047872,120.9697128,台灣新竹市東區中正里,新竹市,東區,中正里
009,0095734,彰化商業銀行竹東分行,新竹縣竹東鎮長春路二段43號,03-5962280-,呂東甲,2013-02-17,,24.737922,121.0882277,台灣新竹縣竹東鎮商華里,新竹縣,竹東鎮,商華里
009,0095741,彰化商業銀行苗栗分行,苗栗縣苗栗市中正路636號,037-326455,王紹懋,2013-02-17,,24.5560689,120.8195379,台灣苗栗縣苗栗市青苗里,苗栗縣,苗栗市,青苗里
009,0095758,彰化商業銀行新竹科學園區分行,新竹市科學工業園區工業東六路5號,03-5770780,陳凌鈴,2013-02-17,,24.7753323,121.0110494,台灣新竹市東區科園里,新竹市,東區,科園里
009,0095765,彰化商業銀行北中壢分行,桃園縣中壢市忠孝路155號,03-4636688-,李雅芳,2013-02-17,,24.9764172,121.2550119,台灣桃園市中壢區忠孝里,桃園市,中壢區,忠孝里
009,0095772,彰化商業銀行八德分行,桃園縣八德市介壽路二段135137號,03-3711222,高秀玲,2013-02-17,,24.9406366,121.2975428,台灣桃園市八德區瑞泰里,桃園市,八德區,瑞泰里
009,0095789,彰化商業銀行竹南分行,苗栗縣竹南鎮環市路二段110號,037-551751,沈秋敏,2013-03-06,,24.6864361,120.869546,台灣苗栗縣竹南鎮中華里,苗栗縣,竹南鎮,中華里
009,0095796,彰化商業銀行南崁分行,桃園縣蘆竹鄉南崁路二段5號,03-3213666,吳瑞約,2013-02-17,,25.0556463,121.279725,台灣桃園市蘆竹區長興里,桃園市,蘆竹區,長興里
009,0095807,彰化商業銀行苑裡分行,苗栗縣苑裡鎮為公路35號,037-861501-,張翠霞,2013-02-17,,24.4424382,120.6538341,台灣苗栗縣苑裡鎮苑南里,苗栗縣,苑裡鎮,苑南里
009,0095814,彰化商業銀行大甲分行,臺中市大甲區順天路405號,04-6878711-,楊培忠,2013-02-17,,24.3507575,120.6271751,台灣台中市大甲區文武里,台中市,大甲區,文武里
009,0095821,彰化商業銀行清水分行,臺中市清水區中山路196號,04-26225151-,葉俊宏,2013-02-17,,24.270927,120.576397,台灣台中市清水區中興里,台中市,清水區,中興里
009,0095838,彰化商業銀行豐原分行,臺中市豐原區中正路220號,04-25269191,葉金玉,2013-02-17,,24.2520386,120.7174917,台灣台中市豐原區下街里,台中市,豐原區,下街里
009,0095845,彰化商業銀行東勢分行,臺中市東勢區豐勢路456號,04-25877160-,張添茂,2013-02-17,,24.256246,120.8288481,台灣台中市東勢區東安里,台中市,東勢區,東安里
009,0095852,彰化商業銀行霧峰分行,臺中市霧峰區中正路900號,04-23393567,陳原芬,2013-02-17,,24.064167,120.6987684,台灣台中市霧峰區錦榮里,台中市,霧峰區,錦榮里
009,0095869,彰化商業銀行大雅分行,臺中市大雅區中清路3段1090號,04-25665500,張麗美,2014-02-06,,24.2221953,120.6470991,台灣台中市大雅區大雅里,台中市,大雅區,大雅里
009,0095876,彰化商業銀行沙鹿分行,臺中市沙鹿區沙田路52號,04-26358599,汪坤山,2013-02-17,,24.2323183,120.5589453,台灣台中市沙鹿區興仁里,台中市,沙鹿區,興仁里
009,0095890,彰化商業銀行太平分行,臺中市太平區永豐路87號,04-2736789-,陳文景,2013-02-17,,24.123123,120.711814,台灣台中市太平區太平里,台中市,太平區,太平里
009,0095901,彰化商業銀行草屯分行,南投縣草屯鎮和平街23號,049-338101,林俊宏,2013-02-17,,23.9789132,120.6836267,台灣南投縣草屯鎮和平里,南投縣,草屯鎮,和平里
009,0095918,彰化商業銀行南投分行,南投縣南投市彰南路二段72號,049-2226171,賴金瓶,2019-03-15,,23.910179,120.6841191,台灣南投縣南投市三民里,南投縣,南投市,三民里
009,0095925,彰化商業銀行埔里分行,南投縣埔里鎮西康路73號,049-2983983,陳瑞珍,2013-08-12,,23.9665669,120.9647039,台灣南投縣埔里鎮薰化里,南投縣,埔里鎮,薰化里
009,0095932,彰化商業銀行水裡坑分行,南投縣水里鄉民權路226號,049-2772121,林明娟,2014-08-22,,23.8176229,120.8527664,台灣南投縣水里鄉水里村,南投縣,水里鄉,水里村
009,0095963,彰化商業銀行大肚分行,臺中市大肚區沙田路二段780號,04-26983711,曾麗芬,2013-02-17,,24.1542458,120.5445597,台灣台中市大肚區頂街里,台中市,大肚區,頂街里
009,0095987,彰化商業銀行竹北分行,新竹縣竹北市台元街26-3號,03-5526898,張嘉玉,2014-02-14,,24.840994,121.012555,台灣新竹縣竹北市竹北里,新竹縣,竹北市,竹北里
009,0096006,彰化商業銀行彰化分行,彰化縣彰化市和平路57號,04-7242101-,劉阿娥,2017-12-05,,24.0802532,120.5401184,台灣彰化縣彰化市長樂里,彰化縣,彰化市,長樂里
009,0096013,彰化商業銀行鹿港分行,彰化縣鹿港鎮中山路137號,04-7773311,羅志豪,2013-02-17,,24.0532728,120.4354104,台灣彰化縣鹿港鎮長興里,彰化縣,鹿港鎮,長興里
009,0096020,彰化商業銀行員林分行,彰化縣員林鎮中正路495號,04-8322101,黃基明,2014-02-10,,23.959172,120.571863,台灣彰化縣員林市光明里,彰化縣,員林市,光明里
009,0096037,彰化商業銀行溪湖分行,彰化縣溪湖鎮彰水路三段158號,04-8853471-,廖義田,2013-02-17,,23.9568312,120.4803734,台灣彰化縣溪湖鎮大竹里,彰化縣,溪湖鎮,大竹里
009,0096044,彰化商業銀行北斗分行,彰化縣北斗鎮斗苑路一段172號,04-8882811,翁瑞宏,2014-03-31,,23.8722174,120.5238675,台灣彰化縣北斗鎮新政里,彰化縣,北斗鎮,新政里
009,0096051,彰化商業銀行西螺分行,雲林縣西螺鎮中山路225號,05-5863611,蔡文凌,2013-02-17,,23.799569,120.4575842,台灣雲林縣西螺鎮漢光里,雲林縣,西螺鎮,漢光里
009,0096068,彰化商業銀行和美分行,彰化縣和美鎮道周路428號,04-7579696,許國恒,2013-02-17,,24.1086142,120.4951857,台灣彰化縣和美鎮山犁里,彰化縣,和美鎮,山犁里
009,0096075,彰化商業銀行大里分行,臺中市大里區德芳路二段20號,04-24181558,王宜貞,2013-02-17,,24.1048039,120.6800933,台灣台中市大里區新里里,台中市,大里區,新里里
009,0096099,彰化商業銀行二林分行,彰化縣二林鎮斗苑路五段67號,04-8950011,陳文忠,2017-09-01,,24.0486642,120.4771182,台灣彰化縣鹿港鎮東崎里,彰化縣,鹿港鎮,東崎里
009,0096100,彰化商業銀行斗六分行,雲林縣斗六市中山路70號,05-5324116 -20,黃紫瓊,2013-02-17,,23.709019,120.5411992,台灣雲林縣斗六市中和里,雲林縣,斗六市,中和里
009,0096117,彰化商業銀行斗南分行,雲林縣斗南鎮中山路100 號,05-5974191,郭麗蘭,2013-08-12,,23.6757328,120.4791263,台灣雲林縣斗南鎮中天里,雲林縣,斗南鎮,中天里
009,0096124,彰化商業銀行虎尾分行,雲林縣虎尾鎮中正路35號,05-6322561,張拱銘,2013-02-17,,23.7095353,120.4367919,台灣雲林縣虎尾鎮新興里,雲林縣,虎尾鎮,新興里
009,0096131,彰化商業銀行北港分行,雲林縣北港鎮文化路51號,05-7836121 -5,呂信輝,2017-09-01,,23.5689602,120.3012442,台灣雲林縣北港鎮仁安里,雲林縣,北港鎮,仁安里
009,0096204,彰化商業銀行大林分行,嘉義縣大林鎮祥和路246號,05-2653221-,林淑娟,2013-02-17,,23.6048511,120.4528585,台灣嘉義縣大林鎮西林里,嘉義縣,大林鎮,西林里
009,0096211,彰化商業銀行嘉義分行,嘉義市中山路386號,05-2278141,何建興,2013-02-17,,23.4797645,120.446022,台灣嘉義市西區番社里,嘉義市,西區,番社里
009,0096228,彰化商業銀行東嘉義分行,嘉義市東區新生路832號,05-2712811,呂秀鳳,2013-02-17,,23.4962356,120.4538649,台灣嘉義市東區義教里,嘉義市,東區,義教里
009,0096235,彰化商業銀行新營分行,臺南市新營區復興路150號,06-6323871-,徐秀欽,2017-09-01,,23.3032774,120.3080008,台灣台南市新營區民生里,台南市,新營區,民生里
009,0096242,彰化商業銀行永康分行,臺南市永康區中正南路839號,06-2545386-,吳貞瑩,2013-02-17,,23.0410801,120.236606,台灣台南市永康區塩洲里,台南市,永康區,塩洲里
009,0096266,彰化商業銀行歸仁分行,中山路二段218號,06-2391711,平建台,2013-02-17,,24.8279731,121.7753092,台灣宜蘭縣礁溪鄉德陽村,宜蘭縣,礁溪鄉,德陽村
009,0096402,彰化商業銀行台南分行,臺南市中區中正路88號,06-2221281,吳美惠,2017-11-10,,22.992388,120.2007718,台灣台南市中西區建國里,台南市,中西區,建國里
009,0096419,彰化商業銀行延平分行,臺南市中區民權路二段151號,06-2254161 -8,林淑惠,2013-08-12,,22.9949058,120.2032302,台灣台南市中西區永福里,台南市,中西區,永福里
009,0096426,彰化商業銀行西台南分行,臺南市西區民族路三段94號,06-2235141-,董俊宏,2013-02-17,,22.9984497,120.1974802,台灣台南市中西區三合里,台南市,中西區,三合里
009,0096433,彰化商業銀行東台南分行,臺南市中區北門路一段95-1號,06-2267141-,呂芬蘭,2017-09-01,,22.9913749,120.2113844,台灣台南市中西區萬昌里,台南市,中西區,萬昌里
009,0096440,彰化商業銀行南台南分行,臺南市南區西門路一段655號,06-2263181,連倫章,2013-02-17,,22.9861522,120.1974013,台灣台南市南區新昌里,台南市,南區,新昌里
009,0096457,彰化商業銀行安南分行,臺南市安南區安和路四段330號,06-3556111,林綉艷,2013-02-17,,23.0577697,120.2187317,台灣台南市安南區州南里,台南市,安南區,州南里
009,0096506,彰化商業銀行旗山分行,高雄市旗山區中山路102號,07-6615481,劉宸環,2013-02-17,,22.8878795,120.4821407,台灣高雄市旗山區湄洲里,高雄市,旗山區,湄洲里
009,0096513,彰化商業銀行岡山分行,高雄市岡山區岡山路293號,07-6216111 -6,張淑麗,2013-02-17,,22.795122,120.2955604,台灣高雄市岡山區岡山里,高雄市,岡山區,岡山里
009,0096520,彰化商業銀行鳳山分行,高雄市鳳山區三民路264號,07-7470101,李惠如,2017-09-01,,22.6249656,120.3583205,台灣高雄市鳳山區縣口里,高雄市,鳳山區,縣口里
009,0098119,彰化商業銀行高雄分行,高雄市苓雅區民權一路59號,07-3361620,王素娟,2013-02-17,,22.6192409,120.3133421,台灣高雄市苓雅區普照里,高雄市,苓雅區,普照里
009,0098126,彰化商業銀行七賢分行,高雄市新興區忠孝一路456號,07-2361191,李淑汝,2013-07-02,,22.634532,120.306632,台灣高雄市新興區南港里,高雄市,新興區,南港里
009,0098133,彰化商業銀行鹽埕分行,高雄市鹽埕區大勇路85號,07-5313181,梁淑維,2017-09-01,,22.624408,120.2840358,台灣高雄市鹽埕區新樂里,高雄市,鹽埕區,新樂里
009,0098140,彰化商業銀行東高雄分行,高雄市前金區中正四路109號,07-2217741,郭志明,2013-02-17,,22.629685,120.297505,台灣高雄市前金區青山里,高雄市,前金區,青山里
009,0098157,彰化商業銀行南高雄分行,高雄市前鎮區永豐路13號,07-7158000,吳淑芬,2013-02-17,,22.603424,120.333795,台灣高雄市前鎮區瑞隆里,高雄市,前鎮區,瑞隆里
009,0098164,彰化商業銀行北高雄分行,高雄市楠梓區後昌路720號,07-3662566,盧昇輝,2013-02-17,,22.7099431,120.2971667,台灣高雄市楠梓區慶昌里,高雄市,楠梓區,慶昌里
009,0098171,彰化商業銀行三民分行,高雄市三民區河北二路157號,07-2918131,王世懋,2013-09-04,,22.6347648,120.2923107,台灣高雄市三民區鳳南里,高雄市,三民區,鳳南里
009,0098195,彰化商業銀行前鎮分行,高雄市前鎮區三多三路155號,07-3344121-,陳永盛,2013-02-17,,22.615488,120.309498,台灣高雄市前鎮區盛興里,高雄市,前鎮區,盛興里
009,0098206,彰化商業銀行九如路分行,高雄市三民區九如二路7號,07-3123101-,陳婉玲,2017-09-01,,22.640297,120.313373,台灣高雄市三民區同德里,高雄市,三民區,同德里
009,0098213,彰化商業銀行新興分行,高雄市苓雅區中正二路139號,07-2222200-,張淑惠,2013-02-17,,22.6303032,120.3150791,台灣高雄市苓雅區尚義里,高雄市,苓雅區,尚義里
009,0098220,彰化商業銀行苓雅分行,高雄市苓雅區四維四路2號,07-3353171-,許麗珠,2013-02-17,,22.617094,120.302842,台灣高雄市苓雅區人和里,高雄市,苓雅區,人和里
009,0098237,彰化商業銀行大順分行,高雄市苓雅區建國一路109號,07-7715101-,張江岸,2013-02-17,,22.6309781,120.3340984,台灣高雄市苓雅區正大里,高雄市,苓雅區,正大里
009,0098244,彰化商業銀行博愛分行,高雄市鼓山區博愛一路517號,07-5545151-,陳秀琴,2013-02-17,,22.655919,120.3030683,台灣高雄市鼓山區龍子里,高雄市,鼓山區,龍子里
009,0098251,彰化商業銀行左營分行,博愛四路280號,07-3436269,陳慶仲,2013-08-12,,22.6854904,120.3150571,台灣高雄市左營區福山里,高雄市,左營區,福山里
009,0098300,彰化商業銀行屏東分行,屏東縣屏東市中正路117-2號,08-7342705-,許淑雲,2013-02-17,,22.6736517,120.4892051,台灣屏東縣屏東市端正里,屏東縣,屏東市,端正里
009,0098317,彰化商業銀行東港分行,屏東縣東港鎮中正路74號,08-8351521,蔡明翰,2013-02-17,,22.4663404,120.4496161,台灣屏東縣東港鎮興台里,屏東縣,東港鎮,興台里
009,0098324,彰化商業銀行潮州分行,屏東縣潮州鎮中正路38號,08-7883911,李淑芬,2013-02-17,,22.5528348,120.538913,台灣屏東縣潮州鎮新生里,屏東縣,潮州鎮,新生里
