郵遞區號,電腦局號,郵務局號,局名,電腦局名,郵務電話,儲匯電話,郵務傳真,縣市,鄉鎮市區,地址,經度,緯度,平常日提供服務,平常日延時提供服務,週六提供服務,週日提供服務,週一至週五 郵務,週一至週五 儲匯,週六,週日,提供郵務業務延時服務郵局 週一至週五,提供郵務及儲匯業務延時服務郵局 週一至週五,營業時間備註
41143,002160-6,400060,太平永豐路郵局,臺中60支,(04)2278-2575,(04)2278-2575,(04)2275-2310,臺中市,太平區,永豐路338號,120.704,24.1139,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
40763,002161-0,400061,臺中永安郵局,臺中61支,(04)2461-5479,(04)2461-5479,(04)2461-8763,臺中市,西屯區,永安里西屯路3段166-80號,120.61102000000001,24.191020000000016,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
40666,002163-7,400063,臺中文心路郵局,臺中63支,(04)2235-6388,(04)2235-6408,(04)2230-1298,臺中市,北屯區,文心路4段752號,120.688611,24.171666,○,○,○,,08:30-18:00 ,08:30-17:00 ,09:00-12:00 ,,○,,
40358,002165-4,400065,臺中英才郵局,臺中65支,(04)2302-2484,(04)2301-5638,(04)2305-9143,臺中市,西區,民生路200號,120.666,24.1447,○,○,○,,08:30-21:00 ,08:30-21:00 ,09:00-12:00 ,,,○,
40675,002166-8,400066,臺中松竹郵局,臺中66支,(04)2243-7285,(04)2243-7285,(04)2245-3890,臺中市,北屯區,松竹北路110號,120.699,24.1854,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
40759,002167-1,400067,臺中大隆路郵局,臺中67支,(04)2320-6379,(04)2320-1870,(04)2329-0044,臺中市,西屯區,大隆路60、62號,120.653,24.1565,○,,,,08:30-17:30 ,08:30-17:00 ,,,,,
41466,002168-5,400068,烏日溪壩郵局,臺中68支,(04)2335-6043,(04)2335-6043,(04)2335-2044,臺中市,烏日區,溪南路2段372號,120.643333,24.061388,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
40764,002169-9,400069,臺中福安郵局,臺中69支,(04)2463-0618,(04)2463-0618,(04)2463-0619,臺中市,西屯區,福順路318號,120.619,24.1835,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
40867,002170-1,400070,臺中向上郵局,臺中70支,(04)2387-0215,(04)2387-0220,(04)2387-0222,臺中市,南屯區,向上路2段199號,120.641,24.1463,○,○,,,08:30-18:00 ,08:30-17:00 ,,,○,,
42850,002171-4,400071,大雅馬岡厝郵局,臺中71支,(04)2560-3740,(04)2560-3740,(04)2560-3757,臺中市,大雅區,西寶里昌平路4段82號,120.671173,24.220656,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
42056,014100-9,420000,豐原郵局,臺中72支,(04)2527-1140,(04)2522-2674,(04)2528-8434,臺中市,豐原區,中正路298號,120.71502,24.25162,○,○,○,,08:30-20:00 ,08:30-20:00 ,09:00-12:00 ,,,○,
42955,014101-2,420001,神岡郵局,臺中73支,(04)2562-2092,(04)2562-2092,(04)2561-9724,臺中市,神岡區,神岡路4號,120.663,24.2581,○,,○,,08:30-17:00 ,08:30-17:00 ,09:00-12:00 ,,,,
42261,014102-6,420002,石岡郵局,臺中74支,(04)2572-2960,(04)2572-2960,(04)2572-2454,臺中市,石岡區,石岡街86號,120.775,24.2762,○,,○,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,09:00-12:00 ,,,,
42047,014103-0,420003,豐原中山路郵局,臺中75支,(04)2524-4282,(04)2524-4282,(04)2512-1674,臺中市,豐原區,大明路12號,120.71116450000001,24.2396875,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
42060,014104-3,420004,豐原三民路郵局,臺中76支,(04)2522-7074,(04)2522-7074,(04)2524-5144,臺中市,豐原區,三民路108號,120.72,24.2537,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
43343,014105-7,420005,沙鹿北勢郵局,臺中77支,(04)2631-3524,(04)2631-3524,(04)2631-2240,臺中市,沙鹿區,東晉路253號,120.57047700000001,24.223017000000002,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
42954,014106-1,420006,神岡圳堵郵局,臺 中78支,(04)2562-2957,(04)2562-2957,(04)2561-9734,臺中市,神岡區,神清路273號,120.657,24.271,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
42051,014107-4,420007,豐原南陽郵局,臺中79支,(04)2524-5424,(04)2524-5424,(04)2524-5264,臺中市,豐原區,圓環東路402號,120.725,24.2451,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
42085,014108-8,420008,豐原翁子郵局,臺中80支,(04)2524-4650,(04)2524-4650,(04)2523-1544,臺中市,豐原區,豐勢路1段576、578號,120.734,24.2595,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
42943,014109-1,420009,神岡社口郵局,臺中81支,(04)2562-1779,(04)2562-1779,(04)2561-9754,臺中市,神岡區,中山路611號,120.6822,24.246815,○,,○,,08:30-17:30 ,08:30-17:00 ,09:00-12:00 ,,,,
42079,014111-7,420011,豐原葫蘆墩郵局,臺中83支,(04)2526-6323,(04)2526-6323,(04)2524-5324,臺中市,豐原區,豐原大道7段25號,120.715833,24.263611,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
42950,014112-1,420012,神岡岸裡郵局,臺中84支,(04)2524-7483,(04)2524-7483,(04)2524-5394,臺中市,神岡區,中山路49號,120.698,24.2485,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
42080,014113-4,420013,豐原水源郵局,臺中85支,(04)2528-0930,(04)2528-0930,(04)2523-1564,臺中市,豐原區,水源路594-2號,120.72914,24.25518,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
42151,014114-8,420014,后里郵局,臺中86支,(04)2556-2067,(04)2556-1046,(04)2557-3054,臺中市,后里區,公安路77號,120.711,24.3045,○,,○,,08:30-18:00 ,08:30-17:30 ,09:00-12:00 ,,,,
42945,014115-1,420015,神岡豐洲郵局,臺中87支,(04)2513-0137,(04)2513-0137,(04)2515-8244,臺中市,神岡區,豐洲路359號,120.706,24.2608,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
42141,014116-5,420016,后里義里郵局,臺中88支,(04)2556-2330,(04)2556-2330,(04)2557-3134,臺中市,后里區,甲后路一段219號,120.72786700000002,24.30930300000001,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
42146,014117-9,420017,后里月眉郵局,臺中89支,(04)2556-3324,(04)2556-3324,(04)2557-3164,臺中市,后里區,甲后路二段377號,120.69371700000002,24.31382300000001,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
42343,014118-2,420018,東勢郵局,臺中90支,(04)2587-2701,(04)2587-2701,(04)2587-1004,臺中市,東勢區,中山路43號,120.83,24.257,○,○,○,,08:30-18:00 ,08:30-17:30 ,09:00-12:00 ,,,○,
42444,014119-6,420019,和平谷關郵局,臺中91支,(04)2595-1124,(04)2595-1124,(04)2595-1545,臺中市,和平區,博愛里東關路1段106號,121.02032,24.213781,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
42645,014120-8,420020,新社中興嶺郵局,臺中92支,(04)2581-2382,(04)2581-2382,(04)2581-0114,臺中市,新社區,中興嶺170-2號,120.792171,24.216213,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
42354,014121-1,420021,東勢中嵙口郵局,臺中93支,(04)2587-2614,(04)2587-2614,(04)2587-5914,臺中市,東勢區,豐勢路188、190號,120.83070000000001,24.2504,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
42447,014122-5,420022,和平梨山郵局,臺中94支,(04)2598-9334,(04)2598-9334,(04)2598-0014,臺中市,和平區,梨山里中正路89號,121.183681,24.296136,○,,,,08:00-16:00 ,08:00-16:00 ,,,,,
42641,014123-9,420023,新社郵局,臺中95支,(04)2581-1470,(04)2581-1470,(04)2581-0214,臺中市,新社區,中和街5段1號,120.809,24.2478,○,,○,,08:30-17:00 ,08:30-17:00 ,09:00-12:00 ,,,,
42082,014124-2,420024,豐原鐮村郵局,臺中96支,(04)2536-2138,(04)2536-2138,(04)2536-2141,臺中市,豐原區,鐮村路169號,120.725,24.2313,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
42441,014125-6,420025,和平郵局,臺中97支,(04)2594-1524,(04)2594-1524,(04)2594-2254,臺中市,和平區,南勢里東關路3段160-9號,120.897064,24.191303,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
42751,014126-0,420026,潭子郵局,臺中98支,(04)2532-4660,(04)2532-4660,(04)2534-6692,臺中市,潭子區,潭興路3段42號,120.704,24.2118,○,,○,,08:30-18:00 ,08:30-17:30 ,09:00-12:00 ,,,,
42760,014127-3,420027,潭子加工區郵局,臺中99支,(04)25324-791,(04)25324-791,(04)25327-844,臺中市,潭子區,南二路1-1號,120.705115,24.216742000000004,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
42755,014128-7,420028,潭子頭家厝郵局,臺中100支,(04)2532-2210,(04)2532-2210,(04)2532-8044,臺中市,潭子區,中山路1段25號,120.702,24.191,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
42758,014129-1,420029,潭子東寶郵局,臺中101支,(04)2532-8047,(04)2532-8047,(04)2532-8244,臺中市,潭子區,昌平路3段116號,120.693969,24.225563,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
42754,014130-2,420030,潭子栗林郵局,臺中102支,(04)2532-3820,(04)2532-3820,(04)2532-8444,臺中市,潭子區,中山路3段334號,120.709,24.2315,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
42751,014131-6,420031,潭子潭北郵局,臺中103支,(04)2538-3324,(04)2538-3324,(04)2538-4714,臺中市,潭子區,潭子街3段55號,120.7063,24.214579999999998,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
43748,014132-0,420032,大甲郵局,臺中104支,(04)2687-2632,(04)2687-2632,(04)2688-0755,臺中市,大甲區,新政路1號,120.62754,24.3475,○,,○,,08:30-18:00 ,08:30-17:30 ,09:00-12:00 ,,,,
43951,014133-3,420033,大安郵局,臺中105支,(04)2671-3192,(04)2671-3192,(04)2671-0264,臺中市,大安區,中山南路343號,120.586,24.3464,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
43741,014134-7,420034,大甲廟口郵局,臺中106支,(04)2687-3624,(04)2687-3624,(04)2686-9944,臺中市,大甲區,順天路159號,120.62235,24.34543,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
43856,014135-1,420035,外埔郵局,臺中107支,(04)2683-2341,(04)2683-2341,(04)2683-0194,臺中市,外埔區,甲后路三段923號,120.72425100000001,24.308780000000002,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
43769,014136-4,420036,大甲日南郵局,臺中108支,(04)2681-4259,(04)2681-4259,(04)2681-6844,臺中市,大甲區,中山路2段233號,120.655,24.3809,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
43767,014137-8,420037,大甲幼獅郵局,臺中109支,(04)2681-4009,(04)2681-4009,(04)2681-6944,臺中市,大甲區,幼獅路45號,120.652,24.4052,○,,,,08:30-17:30 ,08:30-17:00 ,,,,,
43749,014138-1,420038,大甲庄美郵局,臺中110支,(04)2686-8931,(04)2686-8931,(04)2686-9844,臺中市,大甲區,經國路768號,120.619,24.3548,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
43542,014139-5,420039,臺中港郵局,臺中111支,(04)2657-3645,(04)2657-3645,(04)2657-3684,臺中市,梧棲區,四維路129號,120.538,24.262,○,,○,,08:30-18:00 ,08:30-17:30 ,09:00-12:00 ,,,,
43350,014140-7,420040,沙鹿郵局,臺中112支,(04)2662-6687,(04)2662-6659,(04)2662-6690,臺中市,沙鹿區,中山路341號,120.56,24.2392,○,○,○,,08:30-18:00 ,08:30-17:00 ,09:00-12:00 ,,○,,
43653,014141-1,420041,清水郵局,臺中113支,(04)2622-7353,(04)2622-2166,(04)2622-0400,臺中市,清水區,中山路124號,120.57523,24.26804,○,○,○,,08:30-18:00 ,08:30-17:00 ,09:00-12:00 ,,○,,
43541,014142-4,420042,梧棲郵局,臺中114支,(04)2656-5530,(04)2656-5530,(04)2657-1060,臺中市,梧棲區,梧棲路173號,120.53,24.2576,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
43452,014143-8,420043,龍井郵局,臺中115支,(04)2635-2294,(04)2635-2294,(04)2635-7630,臺中市,龍井區,龍新路163號,120.547,24.1968,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
43344,014144-1,420044,沙鹿鹿寮郵局,臺中116支,(04)2662-4294,(04)2662-4294,(04)2662-0545,臺中市,沙鹿區,中山路584-1號,120.56738,24.252290000000002,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
43448,014145-5,420045,龍井新庄郵局,臺中117支,(04)2631-2272,(04)2631-2272,(04)2631-0150,臺中市,龍井區,遊園南路171號,120.58395,24.18232,○,,○,,08:30-17:00 ,08:30-17:00 ,09:00-12:00 ,,,,
43444,014146-9,420046,龍井茄投郵局,臺中118支,(04)2639-5049,(04)2639-5049,(04)2639-9834,臺中市,龍井區,舊車路101之2號,120.53028000000002,24.182419999999993,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
43301,014147-2,420047,靜宜大學郵局,臺中119支,(04)2631-9704,(04)2631-9704,(04)2632-5444,臺中市,沙鹿區,台灣大道7段200號,120.562753,24.218371,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,配合本(107)年2月靜宜大學寒假期間，於本年2月8日(星期四)、2月9日(星期五)、2月12日(星期一)、2月13日(星期二)、2月14日(星期三)及2月21日(星期三)等6天停止營業。<br>
43648,014148-6,420048,清水南社郵局,臺中120支,(04)2626-3040,(04)2626-3040,(04)2626-0204,臺中市,清水區,忠貞路39號,120.558,24.2719,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
43646,014149-0,420049,清水田寮郵局,臺中121支,(04)2626-4073,(04)2626-4073,(04)2626-0504,臺中市,清水區,高美路162-14號,120.575,24.2815,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
43545,014151-5,420051,梧棲大庄郵局,臺中123支,(04)2656-1193,(04)2656-1193,(04)2657-1087,臺中市,梧棲區,中央路1段921-2號,120.53818,24.24846,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
43242,014152-9,420052,大肚郵局,臺中124支,(04)2699-7555,(04)2699-7555,(04)2699-6444,臺中市,大肚區,沙田路2段666號,120.54532,24.15155,○,,○,,08:30-18:00 ,08:30-17:30 ,09:00-12:00 ,,,,
43246,014153-2,420053,大肚追分郵局,臺中125支,(04)2693-1955,(04)2693-1955,(04)2693-4054,臺中市,大肚區,沙田路1段564-5號,120.562,24.1252,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
43250,014154-6,420054,大肚蔗廍郵局,臺中126支,(04)2691-2475,(04)2691-2475,(04)2691-0424,臺中市,大肚區,遊園路2段65、67號,120.579,24.1703,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
43451,014155-0,420055,龍井龍津郵局,臺中127支,(04)2630-0493,(04)2630-0493,(04)2639-3044,臺中市,龍井區,中央路1段246、248號,120.524,24.2026,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
70401,003100-5,704000,臺南成功路郵局,臺南901支,(06)2267-962,(06)2265-046,(06)2200-155,臺南市,北區,成功路6、8號,120.21054499999998,22.99775,○,○,○,,08:30-20:00 ,08:30-18:00 ,09:00-12:00 ,,,○,
70242,003101-9,704001,臺南西門路郵局,臺南1支,(06)2222-471,(06)2222-471,(06)2111-870,臺南市,南區,西門路1段681號,120.19728949999998,22.986679500000008,○,,,,08:30-17:30 ,08:30-17:00 ,,,,,
70052,003102-2,704002,臺南水交社郵局,臺南2支,(06)2142-892,(06)2142-892,(06)2141-394,臺南市,中西區,健康路1段260號,120.20484499999999,22.981515,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70044,003103-6,704003,臺南興華街郵局,臺南3支,(06)2226-883,(06)2226-883,(06)2111-873,臺南市,中西區,興華街37號,120.21118249999999,22.992639499999996,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70841,003104-0,704004,臺南安平郵局,臺南4支,(06)2235-402,(06)2235-402,(06)2111-874,臺南市,安平區,安北路149-1號,120.161458,23.002716000000003,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70048,003105-3,704005,臺南中正路郵局,臺南5支,(06)2223-304,(06)2223-304,(06)2111-875,臺南市,中西區,中正路42號,120.2021525,22.992220500000006,○,,,,08:30-17:30 ,08:30-17:00 ,,,,,
71754,003106-7,704006,仁德車路墘郵局,臺南6支,(06)2662-944,(06)2662-944,(06)2665-661,臺南市,仁德區,中正路1段32號,120.23167450000001,22.919153499999993,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70101,003107-1,704007,成功大學郵局,臺南7支,(06)2377-908,(06)2377-908,(06)2748-223,臺南市,東區,大學路１號（光復校區內）,120.21713699999998,22.997415000000004,○,,,,08:30-17:30 ,08:30-17:00 ,,,,,
71052,003108-4,704008,永康網寮郵局,臺南8支,(06)3121-095,(06)3121-095,(06)3121-501,臺南市,永康區,小東路481、483號,120.23516,22.99887,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
71143,003109-8,704009,歸仁郵局,臺南9支,(06)2307-454,(06)2304-904,(06)2392-780,臺南市,歸仁區,中山路1段637號,120.29487350000001,22.966538500000002,○,,○,,08:30-18:00 ,08:30-17:30 ,09:00-12:00 ,,,,
71089,003110-0,704010,永康郵局,臺南10支,(06)2322-405轉12,(06)2322-405轉13,(06)2313-504,臺南市,永康區,中山路78號,120.25694000000001,23.0281,○,,○,,08:30-18:00 ,08:30-17:30 ,09:00-12:00 ,,,,
71067,003111-3,704011,永康六甲頂郵局,臺南11支,(06)2829-564,(06)2829-564,(06)2510-523,臺南市,永康區,中正南路160號,120.217562,23.022560000000002,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70173,003112-7,704012,臺南德高厝郵局,臺南12支,(06)2681-297,(06)2681-297,(06)2901-510,臺南市,東區,崇德路678號,120.22724000000001,22.96744,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70060,003113-1,704013,臺南永樂郵局,臺南13支,(06)2234-495,(06)2234-495,(06)2230-499,臺南市,中西區,民族路3段282號,120.19243699999998,23.0002965,○,,○,,08:30-17:30 ,08:30-17:00 ,09:00-12:00 ,,,,
70055,003114-4,704014,臺南友愛街郵局,臺南14支,(06)2235-406,(06)2235-406,(06)2111-880,臺南市,中西區,友愛街318號,120.19391100000001,22.9929425,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70049,003115-8,704015,臺南南門路郵局,臺南15支,(06)2147-235,(06)2147-235,(06)2131-883,臺南市,中西區,南門路93號,120.2048305,22.988420499999997,○,,,,08:30-17:30 ,08:30-17:00 ,,,,,
71757,003116-1,704016,仁德太子郵局,臺南16支,(06)2724-666,(06)2724-666,(06)2728-624,臺南市,仁德區,土庫路2號,120.26031099999999,22.991047000000002,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70448,003117-5,704017,臺南西華郵局,臺南17支,(06)2288-491,(06)2288-491,(06)2280-444,臺南市,北區,公園路176-1號,120.208255,22.99959,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70141,003118-9,704018,臺南東城郵局,臺南18支,(06)2375-408,(06)2375-408,(06)2748-225,臺南市,東區,府連路433、435號,120.217,22.9862,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70456,003119-2,704019,臺南開元路郵局,臺南19支,(06)2371-330,(06)2371-330,(06)2748-226,臺南市,北區,開元路162號,120.21975004999999,23.006971999999994,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70263,003120-4,704020,臺南大同路郵局,臺南20支,(06)2155-409,(06)2155-409,(06)2151-514,臺南市,南區,大同路2段410號,120.214193,22.974571,○,,○,,08:30-18:00 ,08:30-17:30 ,09:00-12:00 ,,,,
71078,003121-8,704021,永康二王郵局,臺南21支,06-2329575,06-2329575,06-2313505,臺南市,永康區,中山南路363號,120.24548999999999,23.02082,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70042,003122-1,704022,臺南普濟郵局,臺南22支,(06)2235-410,(06)2235-410,(06)2111-890,臺南市,中西區,西門路2段366號,120.20073049999999,22.9982255,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70267,003123-5,704023,臺南灣裡郵局,臺南23支,(06)2622-411,(06)2622-411,(06)2624-426,臺南市,南區,灣裡路82號,120.180615,22.931095,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
71746,003124-9,704024,仁德二空郵局,臺南24支,(06)2682-328,(06)2682-328,(06)2902-467,臺南市,仁德區,二空路65號,120.223202,22.95858,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70447,003125-2,704025,臺南大光郵局,臺南25支,(06)2516-481,(06)2516-481,(06)2815-274,臺南市,北區,長榮路5段266號,120.218055,23.013055,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70157,003126-6,704026,臺南東門郵局,臺南26支,(06)2683-290,(06)2683-290,(06)2901-519,臺南市,東區,東門路2段216號,120.223585,22.98501,○,,,,08:30-17:30 ,08:30-17:00 ,,,,,
71749,003127-0,704027,仁德郵局,臺南27支,(06)2700-982,(06)2700-982,(06)2705-767,臺南市,仁德區,中正路2段1118號,120.25227,22.96972000000001,○,,○,,08:30-17:30 ,08:30-17:00 ,09:00-12:00 ,,,,
70160,003128-3,704028,臺南東寧路郵局,臺南28支,(06)2363-607,(06)2363-607,(06)2748-227,臺南市,東區,東寧路323號,120.227695,22.99025,○,,○,,08:30-17:30 ,08:30-17:00 ,09:00-12:00 ,,,,
70445,003129-7,704029,臺南北小北郵局,臺南29支,(06)2516-135,(06)2516-135,(06)2815-275,臺南市,北區,西門路4段482號,120.211,23.0164,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
71077,003130-9,704030,永康大灣郵局,臺南30支,(06)2713-784,(06)2713-784,(06)2722-826,臺南市,永康區,民族路244號,120.269,23.0062,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70959,003131-2,704031,臺南和順郵局,臺南31支,(06)3559-285,(06)3559-285,(06)3563-900,臺南市,安南區,安和路5段119號,120.2179545,23.065548499999984,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
71072,003132-6,704032,永康鹽行郵局,臺南32支,(06)2531-054,(06)2531-054,(06)2537-064,臺南市,永康區,中正北路79號,120.24031,23.04179,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70251,003133-0,704033,臺南鹽埕郵局,臺南33支,(06)2616-286,(06)2616-286,(06)2634-984,臺南市,南區,金華路1段292號,120.190695,22.968284999999998,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70941,003134-3,704034,臺南安順郵局,臺南34支,(06)2555-030,(06)2555-030,(06)2464-590,臺南市,安南區,安和路1段430號,120.2132,23.034800000000008,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70268,003135-7,704035,臺南新義郵局,臺南35支,(06)2654-762,(06)2654-762,(06)2637-064,臺南市,南區,安平工業區新義路1號,120.183,22.97,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70960,003136-1,704036,臺南安南郵局,臺南36支,(06)2561-849,(06)2561-849,(06)2463-901,臺南市,安南區,安中路3段106號,120.18124,23.04795,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70262,003137-4,704037,臺南金華郵局,臺南37支,(06)2227-221,(06)2227-221,(06)2229-844,臺南市,南區,健康路2段182號,120.19271499999999,22.98175,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70950,003138-8,704038,臺南海佃郵局,臺南38支,(06)2580-744,(06)2580-744,(06)2592-938,臺南市,安南區,國安街8號,120.1914404,23.022976399999994,○,,○,,08:30-17:00 ,08:30-17:00 ,09:00-12:00 ,,,,
70948,003139-1,704039,臺南土城郵局,臺南39支,(06)2571-208,(06)2571-208,(06)2572-787,臺南市,安南區,安中路6段712號,120.128614,23.065061000000007,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70154,003140-3,704040,臺南小東郵局,臺南40支,(06)2370-917,(06)2370-917,(06)2748-229,臺南市,東區,東和路45、47、49號,120.22925000000001,22.998425,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
71079,003142-1,704042,永康大橋郵局,臺南42支,(06)2320-332,(06)2320-332,(06)2313-506,臺南市,永康區,中華路473號1F,120.23201,23.011194999999997,○,,○,,08:30-17:00 ,08:30-17:00 ,09:00-12:00 ,,,,
71087,003143-4,704043,永康崑山郵局,臺南43支,(06)2715-182,(06)2715-182,(06)2715-171,臺南市,永康區,永大路2段3號,120.25924,23.00103,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
71743,003145-1,704045,仁德後壁厝郵局,臺南45支,(06)2700-674,(06)2700-674,(06)2705-771,臺南市,仁德區,中正路2段417、419號,120.25187949999993,22.953960499999994,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
71041,003146-5,704046,永康王行郵局,臺南46支,(06)2338-750,(06)2338-750,(06)2313-507,臺南市,永康區,永康工業區環工路6號,120.27443,23.04924,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70943,003147-9,704047,臺南原佃郵局,臺南47支,(06)2464-402,(06)2464-402,(06)2464-404,臺南市,安南區,怡安路2段462號,120.20222089999999,23.043619900000003,○,,○,,08:30-17:00 ,08:30-17:00 ,09:00-12:00 ,,,,
70451,003148-2,704048,臺南文元郵局,臺南48支,(06)2585-364,(06)2585-364,(06)2584-499,臺南市,北區,文成路765號,120.1950885,23.012040499999994,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70162,003149-6,704049,臺南虎尾寮郵局,臺南49支,(06)2676-870,(06)2907-881,(06)2891-144,臺南市,東區,自由路三段386號,120.237406,22.9829,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
71143,003150-8,704050,歸仁南保郵局,臺南50支,(06)230-4904,(06)230-4904,(06)239-2780,臺南市,歸仁區,中山路一段637號,120.294722,22.966388,○,,,,,08:30-17:00 ,,,,,歸仁南保郵局因「高雄美濃大地震」毀損嚴重，已於105年2月15日暫先遷移至歸仁郵局營業，郵務業務自即日起暫不營業，儲匯業務仍維持營業。<br>
71845,003159-1,704059,關廟郵局,臺南59支,(06)5950-850,(06)5952-009,(06)5952-244,臺南市,關廟區,中央路222號,120.3289864,22.96083639999999,○,,○,,08:30-17:30 ,08:30-17:00 ,09:00-12:00 ,,,,
71942,003160-2,704060,龍崎郵局,臺南60支,(06)5941-365,(06)5941-365,(06)5941-414,臺南市,龍崎區,崎頂里新市仔186號,120.378607,22.967076,○,,,,08:30-12:00 ,08:30-12:00 ,,,,,
71846,003161-6,704061,關廟文衡路郵局,臺南61支,(06)5950-858,(06)5950-858,(06)5962-344,臺南市,關廟區,文衡路20號,120.32619,22.960805,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70848,003162-0,704062,臺南新南郵局,臺南62支,(06)2992-514,(06)2992-514,(06)2976-084,臺南市,安平區,永華三街6號,120.18157,22.99074,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
70802,003163-3,704063,臺南地方法院郵局,臺南63支,(06)2986-435,(06)2986-435,(06)2986-437,臺南市,安平區,健康路3段308號,120.171945,22.984275000000007,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
